date	goals	assists	+/-	pim	shots	shot%	TOI	hits	blocks	faceoff %
2014-01-09 19:30:00-05:00	0	1	1	0	2	0.0	18:36	2	0	
2014-01-10 19:00:00-05:00	1	1	1	0	5	20.0	21:22	5	0	
2014-01-12 15:00:00-05:00	0	0	0	0	6	0.0	21:24	0	0	
2014-01-14 19:00:00-05:00	1	0	1	0	3	33.3	18:32	2	0	
2014-01-15 20:00:00-05:00	1	0	1	0	6	16.7	19:09	3	0	
2014-01-17 19:00:00-05:00	0	0	-2	2	7	0.0	22:08	2	0	0.0
2014-01-19 19:30:00-05:00	1	0	-1	0	6	16.7	16:42	4	1	
2014-01-25 19:00:00-05:00	1	1	3	0	6	16.7	22:41	4	0	
2014-01-28 19:30:00-05:00	2	2	1	0	7	28.6	18:02	2	0	
2014-01-30 19:00:00-05:00	0	0	-5	2	2	0.0	21:14	1	0	
2014-01-31 19:30:00-05:00	0	2	0	0	6	0.0	20:11	2	1	
2014-02-03 00:30:00-05:00	1	0	-1	0	5	20.0	24:05	2	0	
2014-02-04 19:30:00-05:00	0	0	-1	0	3	0.0	24:56	2	0	
2014-02-06 19:00:00-05:00	1	0	0	0	5	20.0	20:35	4	0	
2014-02-08 20:00:00-05:00	0	1	2	0	4	0.0	20:48	2	1	
2014-02-27 19:30:00-05:00	1	2	0	0	4	25.0	17:37	0	0	
2014-03-01 13:00:00-05:00	2	0	-1	0	9	22.2	19:52	1	0	
2014-03-03 00:30:00-05:00	0	0	-3	0	6	0.0	20:01	2	0	
2014-03-05 20:00:00-05:00	1	1	-2	0	4	25.0	22:51	6	2	
2014-03-06 19:00:00-05:00	0	0	-1	0	1	0.0	16:43	2	0	
2014-03-08 19:00:00-05:00	0	0	-1	0	6	0.0	19:17	6	0	
2014-03-10 19:00:00-04:00	0	0	-1	2	4	0.0	19:01	7	0	
2014-03-11 19:30:00-04:00	0	0	-1	0	2	0.0	19:33	0	0	
2014-03-14 19:00:00-04:00	1	0	-2	2	3	33.3	18:20	2	1	
2014-03-16 15:00:00-04:00	0	0	-2	0	1	0.0	19:02	2	0	
2014-03-18 22:00:00-04:00	1	0	0	0	5	20.0	15:30	2	0	
2014-03-20 22:30:00-04:00	0	0	0	0	3	0.0	19:09	4	0	
2014-03-22 22:30:00-04:00	0	0	0	2	5	0.0	21:19	0	1	
2014-03-25 19:00:00-04:00	2	1	0	0	7	28.6	20:27	0	0	
2014-03-30 00:30:00-04:00	0	0	-1	2	5	0.0	20:37	3	0	
2014-03-30 20:00:00-04:00	0	0	-2	0	3	0.0	20:40	2	0	
2014-04-01 19:00:00-04:00	0	0	-2	0	4	0.0	19:23	2	0	
2014-04-04 19:00:00-04:00	1	0	1	0	4	25.0	21:47	2	0	
2014-04-05 17:00:00-04:00	0	1	0	2	4	0.0	23:14	2	1	
2014-04-08 20:00:00-04:00	1	2	1	0	2	50.0	16:37	1	1	
2014-04-10 19:00:00-04:00	0	0	-2	0	1	0.0	14:19	1	0	
2014-04-11 19:00:00-04:00	1	1	1	2	3	33.3	18:29	1	0	
2014-04-13 15:00:00-04:00	0	0	0	0	2	0.0	21:24	1	0	
2014-10-09 19:00:00-04:00	0	0	-1	4	4	0.0	22:22	6	0	
2014-10-11 19:00:00-04:00	2	0	1	0	7	28.6	18:18	3	0	
2014-10-14 19:00:00-04:00	2	1	0	0	8	25.0	23:41	5	2	
2014-10-16 19:00:00-04:00	1	0	1	0	5	20.0	17:52	2	2	
2014-10-18 19:00:00-04:00	0	0	0	0	2	0.0	20:46	7	0	
2014-10-22 21:30:00-04:00	0	0	-1	0	2	0.0	19:42	2	0	
2014-10-25 22:00:00-04:00	0	0	1	0	1	0.0	17:37	4	2	
2014-10-26 21:30:00-04:00	0	0	0	0	2	0.0	21:51	4	1	0.0
2014-10-29 19:30:00-04:00	0	0	-2	0	7	0.0	19:51	5	0	0.0
2014-11-01 19:00:00-04:00	0	1	-1	0	6	0.0	20:51	1	0	
2014-11-02 19:00:00-05:00	1	3	1	4	7	14.3	22:25	5	0	
2014-11-04 19:00:00-05:00	0	2	-1	0	7	0.0	20:11	1	1	
2014-11-07 20:30:00-05:00	0	0	0	2	3	0.0	22:37	3	1	
2014-11-08 20:00:00-05:00	0	1	0	0	4	0.0	23:39	0	0	
2014-11-11 19:00:00-05:00	2	0	0	0	8	25.0	18:58	3	1	
2014-11-14 19:00:00-05:00	0	0	0	0	2	0.0	22:48	1	0	
2014-11-15 20:00:00-05:00	0	0	-2	0	3	0.0	20:19	3	0	
2014-11-18 21:00:00-05:00	0	0	-1	2	3	0.0	21:05	3	0	
2014-11-20 21:00:00-05:00	1	1	2	0	4	25.0	18:55	3	1	
2014-11-22 19:00:00-05:00	0	0	0	0	8	0.0	20:06	5	0	
2014-11-26 19:00:00-05:00	2	0	0	2	4	50.0	20:50	3	1	
2014-11-28 17:00:00-05:00	1	0	1	0	3	33.3	18:38	2	1	
2014-11-29 19:00:00-05:00	0	0	0	0	7	0.0	20:45	4	2	
2014-12-02 19:00:00-05:00	0	0	1	2	1	0.0	22:41	3	0	
2014-12-04 19:00:00-05:00	0	0	0	0	3	0.0	18:08	4	0	
2014-12-06 19:00:00-05:00	0	0	0	0	1	0.0	18:25	0	1	
2014-12-09 19:30:00-05:00	2	0	1	0	7	28.6	14:55	4	0	
2014-12-11 19:00:00-05:00	0	0	0	2	9	0.0	24:43	5	0	
2014-12-13 19:00:00-05:00	0	2	3	2	7	0.0	20:12	5	0	
2014-12-16 19:30:00-05:00	0	1	-1	0	6	0.0	20:48	7	0	
2014-12-18 19:00:00-05:00	0	0	2	2	6	0.0	22:03	3	0	
2014-12-20 19:00:00-05:00	1	0	3	2	5	20.0	20:24	3	0	
2014-12-22 19:00:00-05:00	0	0	-1	0	5	0.0	21:07	4	0	
2014-12-23 19:00:00-05:00	1	0	-1	2	6	16.7	19:58	8	0	
2014-12-27 19:30:00-05:00	0	0	0	2	10	0.0	23:34	5	1	
2014-12-29 19:00:00-05:00	1	1	2	2	6	16.7	18:59	5	1	
2015-01-01 13:00:00-05:00	1	1	1	0	4	25.0	19:32	4	0	100.0
2015-01-04 15:00:00-05:00	1	1	1	0	3	33.3	17:08	3	0	
2015-01-07 19:00:00-05:00	1	0	1	0	3	33.3	19:31	1	1	
2015-01-08 19:00:00-05:00	1	0	0	0	4	25.0	21:06	1	0	
2015-01-10 19:00:00-05:00	0	0	0	0	3	0.0	18:57	3	0	
2015-01-12 19:00:00-05:00	1	0	0	0	3	33.3	18:37	1	0	
2015-01-14 20:00:00-05:00	0	0	0	0	5	0.0	18:45	2	0	100.0
2015-01-16 20:00:00-05:00	2	0	1	0	9	22.2	20:38	1	2	
2015-01-17 20:00:00-05:00	1	1	1	0	2	50.0	19:53	4	0	
2015-01-20 19:00:00-05:00	2	0	0	0	4	50.0	18:44	1	0	
2015-01-27 19:00:00-05:00	0	0	-1	0	6	0.0	21:52	1	1	
2015-01-28 20:00:00-05:00	2	0	1	4	5	40.0	17:03	1	0	
2015-01-31 13:00:00-05:00	0	0	-1	2	8	0.0	25:18	5	0	0.0
2015-02-01 13:00:00-05:00	2	1	0	2	10	20.0	22:56	4	0	
2015-02-03 19:00:00-05:00	0	1	1	0	3	0.0	19:16	3	0	
2015-02-05 19:30:00-05:00	1	0	1	4	3	33.3	18:18	4	0	
2015-02-06 19:00:00-05:00	0	0	-1	2	3	0.0	19:36	4	0	
2015-02-08 15:00:00-05:00	1	0	-1	0	3	33.3	22:14	2	0	
2015-02-11 22:30:00-05:00	0	1	-1	0	6	0.0	21:14	3	1	
2015-02-14 22:00:00-05:00	1	0	-1	0	5	20.0	21:21	4	0	
2015-02-15 20:00:00-05:00	2	2	2	0	7	28.6	16:10	3	0	
2015-02-17 19:00:00-05:00	1	1	0	0	7	14.3	20:21	1	1	
2015-02-19 19:00:00-05:00	1	1	1	0	6	16.7	19:58	0	1	
2015-02-22 00:30:00-05:00	0	0	1	0	3	0.0	20:35	3	1	
2015-02-23 00:30:00-05:00	0	0	-1	0	5	0.0	23:46	2	0	
2015-02-25 20:00:00-05:00	1	0	-1	0	5	20.0	23:35	8	0	
2015-02-27 19:00:00-05:00	0	0	-2	0	2	0.0	20:59	1	1	
2015-03-01 19:00:00-05:00	2	1	2	0	6	33.3	18:01	2	1	
2015-03-03 19:00:00-05:00	2	0	1	0	8	25.0	20:58	1	0	
2015-03-07 19:00:00-05:00	1	1	0	0	8	12.5	18:29	2	0	
2015-03-11 20:00:00-04:00	1	0	-2	2	4	25.0	20:06	4	1	
2015-03-13 19:00:00-04:00	0	1	1	0	3	0.0	22:12	6	0	
2015-03-15 19:30:00-04:00	0	0	1	0	4	0.0	17:35	3	1	
2015-03-16 19:00:00-04:00	0	0	0	4	9	0.0	22:30	3	0	
2015-03-19 20:00:00-04:00	2	0	2	0	6	33.3	20:43	2	0	
2015-03-21 19:00:00-04:00	0	0	-3	0	2	0.0	20:58	1	0	
2015-03-26 19:00:00-04:00	0	0	-1	0	4	0.0	20:57	3	0	
2015-03-29 00:30:00-04:00	0	0	-1	2	6	0.0	22:24	6	1	
2015-03-29 15:00:00-04:00	2	0	0	2	4	50.0	16:29	0	0	
2015-03-31 19:00:00-04:00	1	1	2	0	4	25.0	15:13	2	0	
2015-04-02 19:30:00-04:00	2	0	0	0	4	50.0	22:59	5	1	
2015-04-04 19:00:00-04:00	0	0	-1	0	5	0.0	22:15	5	0	
2015-04-05 17:00:00-04:00	0	1	1	2	6	0.0	19:43	0	0	
2015-04-08 20:00:00-04:00	0	0	0	0	4	0.0	17:06	4	0	
2015-04-12 00:30:00-04:00	1	0	-1	2	2	50.0	20:19	9	0	
2015-10-10 19:00:00-04:00	1	1	1	0	4	25.0	21:02	1	0	
2015-10-15 19:00:00-04:00	1	0	0	2	6	16.7	20:09	3	0	
2015-10-17 19:00:00-04:00	1	0	1	0	4	25.0	18:34	4	0	
2015-10-20 21:00:00-04:00	1	1	1	0	7	14.3	17:35	1	0	
2015-10-22 22:00:00-04:00	1	0	0	0	7	14.3	19:13	0	0	
2015-10-23 21:00:00-04:00	0	2	2	0	4	0.0	19:33	2	0	
2015-10-28 20:00:00-04:00	0	0	-1	0	5	0.0	22:27	4	0	
2015-10-30 19:00:00-04:00	0	1	1	0	2	0.0	20:52	2	0	
2015-10-31 19:00:00-04:00	0	2	1	0	2	0.0	21:06	3	0	
2015-11-03 19:00:00-05:00	1	0	0	0	8	12.5	20:13	8	0	
2015-11-05 19:00:00-05:00	1	0	2	0	5	20.0	21:56	2	0	
2015-11-07 19:00:00-05:00	1	1	0	0	8	12.5	23:35	1	0	
2015-11-10 19:30:00-05:00	0	0	-1	0	15	0.0	24:43	2	0	
2015-11-12 19:00:00-05:00	0	0	1	0	2	0.0	17:22	2	1	
2015-11-13 19:00:00-05:00	0	0	0	0	3	0.0	18:39	0	1	
2015-11-18 20:00:00-05:00	0	0	0	0	6	0.0	21:59	2	0	
2015-11-19 19:00:00-05:00	1	0	2	0	4	25.0	16:11	5	0	
2015-11-21 19:00:00-05:00	1	1	1	0	4	25.0	20:34	1	1	
2015-11-23 19:00:00-05:00	0	0	0	0	5	0.0	20:28	7	0	
2015-11-25 19:00:00-05:00	1	0	0	2	8	12.5	22:02	5	1	
2015-11-27 17:00:00-05:00	1	0	0	2	6	16.7	23:00	5	0	
2015-11-28 19:00:00-05:00	0	1	1	2	3	0.0	21:57	3	0	
2015-12-03 19:30:00-05:00	0	1	1	0	1	0.0	20:29	2	0	
2015-12-05 15:00:00-05:00	0	0	0	0	5	0.0	21:42	5	0	
2015-12-08 19:30:00-05:00	1	0	0	2	8	12.5	25:43	7	0	
2015-12-10 19:30:00-05:00	1	0	-1	4	5	20.0	21:20	1	0	
2015-12-12 19:00:00-05:00	0	0	0	0	1	0.0	19:18	1	3	
2015-12-14 19:00:00-05:00	0	0	1	0	5	0.0	20:21	4	0	
2015-12-16 19:00:00-05:00	0	0	1	0	3	0.0	19:15	3	1	
2015-12-18 19:00:00-05:00	2	2	1	2	9	22.2	19:08	4	1	
2015-12-20 19:00:00-05:00	1	0	0	2	5	20.0	17:21	3	1	
2015-12-21 19:00:00-05:00	0	0	0	0	2	0.0	21:04	1	2	
2015-12-26 19:00:00-05:00	0	0	0	0	2	0.0	19:17	1	1	
2015-12-28 19:00:00-05:00	1	0	1	0	4	25.0	19:30	4	1	
2015-12-30 19:00:00-05:00	2	0	2	4	10	20.0	21:38	6	0	
2015-12-31 18:00:00-05:00	1	0	-1	0	6	16.7	20:05	4	0	
2016-01-02 19:00:00-05:00	0	0	-1	0	6	0.0	25:37	0	0	
2016-01-05 19:00:00-05:00	0	0	-1	0	2	0.0	19:09	1	0	
2016-01-07 19:00:00-05:00	1	0	2	2	8	12.5	16:36	3	1	
2016-01-09 13:00:00-05:00	2	0	2	0	5	40.0	21:32	3	0	
2016-01-10 19:00:00-05:00	2	0	2	0	6	33.3	18:14	3	0	
2016-01-14 19:00:00-05:00	0	0	0	0	5	0.0	20:16	2	0	
2016-01-16 19:00:00-05:00	0	0	-2	0	4	0.0	21:11	2	0	
2016-01-17 17:00:00-05:00	1	0	0	0	2	50.0	23:16	4	1	
2016-01-19 19:00:00-05:00	1	1	0	0	6	16.7	16:37	4	0	
2016-01-27 20:00:00-05:00	0	0	1	2	6	0.0	19:58	5	0	
2016-02-04 19:30:00-05:00	1	0	1	2	5	20.0	19:22	3	2	
2016-02-06 13:00:00-05:00	0	0	0	0	4	0.0	23:55	4	1	
2016-02-08 00:00:00-05:00	1	0	1	0	5	20.0	18:59	1	0	
2016-02-09 20:00:00-05:00	1	0	0	0	3	33.3	18:13	1	0	
2016-02-11 20:00:00-05:00	3	0	1	0	10	30.0	19:47	2	2	
2016-02-13 20:00:00-05:00	1	0	-1	0	5	20.0	21:52	4	1	
2016-02-16 19:00:00-05:00	0	0	-1	0	10	0.0	19:29	1	0	
2016-02-18 19:00:00-05:00	2	0	0	0	10	20.0	21:05	3	0	
2016-02-20 19:00:00-05:00	1	1	1	0	6	16.7	20:39	2	0	
2016-02-22 19:00:00-05:00	1	1	1	4	9	11.1	22:21	0	2	
2016-02-24 19:00:00-05:00	0	1	0	0	2	0.0	23:35	3	0	
2016-02-26 19:00:00-05:00	1	1	1	0	4	25.0	19:13	3	0	
2016-02-29 00:30:00-05:00	0	0	0	2	5	0.0	21:03	6	1	
2016-03-01 19:30:00-05:00	0	0	-1	0	3	0.0	18:37	4	1	
2016-03-02 19:00:00-05:00	1	0	1	0	3	33.3	17:40	1	0	
2016-03-04 19:00:00-05:00	0	0	-2	0	1	0.0	19:15	3	0	
2016-03-05 19:00:00-05:00	0	1	0	5	5	0.0	19:53	4	0	
2016-03-07 22:00:00-05:00	0	0	-1	2	5	0.0	20:29	2	0	
2016-03-09 22:30:00-05:00	0	1	0	0	4	0.0	19:35	4	1	
2016-03-12 22:30:00-05:00	0	1	-2	0	2	0.0	21:30	5	2	
2016-03-15 19:00:00-04:00	1	0	0	0	7	14.3	18:21	3	1	
2016-03-18 19:00:00-04:00	0	0	0	2	5	0.0	21:01	3	1	
2016-03-20 18:00:00-04:00	0	0	0	0	3	0.0	18:42	5	0	
2016-03-22 19:30:00-04:00	1	0	-1	0	4	25.0	17:45	4	2	
2016-03-25 19:00:00-04:00	0	0	0	2	4	0.0	22:02	2	0	
2016-03-26 19:00:00-04:00	0	0	-2	2	4	0.0	20:18	3	0	
2016-03-28 19:00:00-04:00	0	0	1	0	2	0.0	17:00	0	0	
2016-03-30 20:00:00-04:00	1	0	0	2	3	33.3	21:30	3	0	
2016-04-01 21:00:00-04:00	1	0	0	0	8	12.5	19:16	1	0	
2016-04-02 22:00:00-04:00	0	0	-1	2	3	0.0	20:05	4	0	
2016-04-05 19:00:00-04:00	2	0	3	0	5	40.0	20:48	0	1	
2016-04-07 19:00:00-04:00	0	0	0	2	6	0.0	22:03	5	0	
2016-04-09 20:00:00-04:00	3	0	2	0	9	33.3	17:12	0	0	
2016-10-13 20:00:00-04:00	0	0	-1	0	5	0.0	22:28	1	0	
2016-10-15 19:00:00-04:00	0	0	0	0	3	0.0	19:07	2	0	
2016-10-18 19:00:00-04:00	1	1	1	6	5	20.0	18:11	2	0	
2016-10-20 19:30:00-04:00	1	0	2	0	2	50.0	16:42	3	0	
2016-10-22 19:00:00-04:00	1	0	0	0	6	16.7	19:44	4	0	
2016-10-26 21:30:00-04:00	1	0	-2	0	4	25.0	18:40	5	0	
2016-10-29 22:00:00-04:00	0	0	0	0	4	0.0	15:58	3	1	0.0
2016-10-30 21:30:00-04:00	0	1	-1	0	3	0.0	15:05	0	1	
2016-11-01 20:00:00-04:00	0	0	-1	2	3	0.0	18:31	2	0	
2016-11-03 19:00:00-04:00	2	1	0	0	8	25.0	19:44	2	0	
2016-11-05 19:00:00-04:00	1	1	3	0	6	16.7	19:28	0	0	
2016-11-08 19:00:00-05:00	0	0	-2	0	4	0.0	21:12	6	1	
2016-11-11 20:30:00-05:00	0	0	0	0	1	0.0	17:29	3	1	
2016-11-12 19:00:00-05:00	0	0	0	2	5	0.0	20:30	4	0	
2016-11-15 19:00:00-05:00	0	0	-2	0	4	0.0	14:12	3	0	
2016-11-16 19:30:00-05:00	1	0	0	0	3	33.3	18:38	4	0	
2016-11-18 19:00:00-05:00	0	0	0	0	4	0.0	19:00	4	0	
2016-11-21 00:30:00-05:00	1	0	0	0	5	20.0	17:44	2	1	
2016-11-23 19:00:00-05:00	3	0	3	0	5	60.0	15:29	0	0	
2016-11-25 17:00:00-05:00	0	1	-1	2	3	0.0	15:24	0	1	
2016-11-26 19:00:00-05:00	0	1	1	0	3	0.0	22:22	4	1	
2016-12-01 19:00:00-05:00	0	0	-1	4	4	0.0	24:47	3	1	
2016-12-03 19:00:00-05:00	0	0	0	4	4	0.0	22:24	3	1	
2016-12-05 19:00:00-05:00	0	0	0	2	1	0.0	21:57	1	1	
2016-12-07 20:00:00-05:00	0	1	0	0	3	0.0	17:33	1	0	
2016-12-09 19:00:00-05:00	0	0	0	0	6	0.0	16:45	4	0	
2016-12-11 17:00:00-05:00	1	1	1	0	5	20.0	17:05	0	0	
2016-12-13 19:00:00-05:00	0	0	-1	0	2	0.0	16:01	4	0	
2016-12-16 19:30:00-05:00	1	0	0	2	6	16.7	19:41	1	0	
2016-12-17 19:00:00-05:00	0	1	0	0	3	0.0	19:59	6	0	
2016-12-21 20:00:00-05:00	0	0	-1	0	2	0.0	19:57	6	1	
2016-12-23 19:00:00-05:00	1	0	1	0	3	33.3	16:40	1	0	
2016-12-27 19:00:00-05:00	1	1	1	0	9	11.1	20:00	1	1	
2016-12-29 19:00:00-05:00	0	0	-1	0	4	0.0	19:11	1	0	
2016-12-31 13:00:00-05:00	1	1	0	2	2	50.0	16:17	2	1	
2017-01-01 19:30:00-05:00	0	0	0	0	2	0.0	17:29	3	0	
2017-01-03 19:00:00-05:00	1	0	1	6	5	20.0	16:19	4	0	
2017-01-05 19:00:00-05:00	0	1	1	0	1	0.0	16:30	1	0	
2017-01-07 19:00:00-05:00	0	0	1	0	3	0.0	16:02	1	0	
2017-01-09 19:30:00-05:00	1	2	2	0	5	20.0	15:20	1	0	
2017-01-11 20:00:00-05:00	2	0	1	0	7	28.6	16:52	2	0	
2017-01-13 19:00:00-05:00	0	1	2	0	2	0.0	16:09	0	0	
2017-01-15 13:00:00-05:00	0	1	2	0	2	0.0	17:56	7	0	
2017-01-16 19:00:00-05:00	0	2	-4	0	3	0.0	20:51	9	1	
2017-01-19 20:00:00-05:00	0	2	0	0	2	0.0	18:12	1	0	
2017-01-21 20:00:00-05:00	1	0	0	0	3	33.3	15:46	5	0	
2017-01-23 19:00:00-05:00	0	1	2	0	2	0.0	16:13	1	0	
2017-01-24 19:30:00-05:00	0	0	-2	4	7	0.0	21:01	5	1	
2017-01-26 19:00:00-05:00	1	1	1	0	4	25.0	17:30	2	0	
2017-01-31 19:00:00-05:00	1	0	0	0	4	25.0	19:43	2	0	
2017-02-01 20:00:00-05:00	1	0	2	0	5	20.0	19:29	2	1	
2017-02-04 13:00:00-05:00	0	0	0	0	5	0.0	18:02	0	0	
2017-02-06 00:00:00-05:00	0	1	1	0	4	0.0	18:24	2	0	
2017-02-07 19:00:00-05:00	1	1	0	0	4	25.0	17:18	1	2	
2017-02-09 19:00:00-05:00	0	0	1	0	0		13:54	4	0	
2017-02-11 19:30:00-05:00	0	1	-2	2	2	0.0	14:54	4	1	
2017-02-18 14:00:00-05:00	0	0	-1	0	4	0.0	21:11	3	0	
2017-02-20 00:30:00-05:00	1	0	-1	0	4	25.0	18:02	4	0	
